"Filename","Appropriation","SARbaselineDevelopmentEstimateConstantMil","CurrentAPBdevelopmentObjectiveConstantMil","CurrentAPBdevelopmentThresholdConstantMil","CurrentEstimateConstantMil","SARbaselineDevelopmentEstimateThenYearMil","CurrentAPBdevelopmentObjectiveThenYearMil","CurrentEstimateThenYearMil","Platform","Source","Section","DeflatorYear","Quantity","SARbaselineDevelopmentEstimate","CurrentAPBdevelopment","CurrentEstimate"
"MEADS_Cost_Summary_2011-12_2_CostSummaryCost_FireUnit.csv","Procurement",11999.1,11999.1,13199,0,16584.4,16584.4,0,"MEADS","2011-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_2_CostSummaryCost_FireUnit.csv","Flyaway",9818.9,NA,NA,0,13494.5,NA,0,"MEADS","2011-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_2_CostSummaryCost_FireUnit.csv","Recurring",9556.3,NA,NA,0,13181,NA,0,"MEADS","2011-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_2_CostSummaryCost_FireUnit.csv","Non Recurring",262.6,NA,NA,0,313.5,NA,0,"MEADS","2011-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_2_CostSummaryCost_FireUnit.csv","Support",2180.2,NA,NA,0,3089.9,NA,0,"MEADS","2011-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_2_CostSummaryCost_FireUnit.csv","Other Support",1043.3,NA,NA,0,1465.9,NA,0,"MEADS","2011-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_2_CostSummaryCost_FireUnit.csv","Initial Spares   ",1136.9,NA,NA,0,1624,NA,0,"MEADS","2011-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_2_CostSummaryCost_FireUnit.csv","MILCON",0,0,NA,0,0,0,0,"MEADS","2011-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_2_CostSummaryCost_FireUnit.csv","Acq O&M ",0,0,NA,0,0,0,0,"MEADS","2011-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_2_CostSummaryCost_FireUnit.csv","Total",16530.5,16530.5,NA,2758.8,21839.4,21839.4,3177.1,"MEADS","2011-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_3_CostSummaryQuantity_FireUnit.csv",NA,NA,NA,NA,NA,NA,NA,NA,"MEADS","2011-12","FireUnit",NA,"RDT&E ",0,0,0
"MEADS_Cost_Summary_2011-12_3_CostSummaryQuantity_FireUnit.csv",NA,NA,NA,NA,NA,NA,NA,NA,"MEADS","2011-12","FireUnit",NA,"Procurement ",48,48,0
"MEADS_Cost_Summary_2011-12_3_CostSummaryQuantity_FireUnit.csv",NA,NA,NA,NA,NA,NA,NA,NA,"MEADS","2011-12","FireUnit",NA,"Total",48,48,0
"MEADS_Cost_Summary_2011-12_4_CostSummaryCost_Missile.csv","RDT&E ",460.9,460.9,530,703.9,482,482,788.2,"MEADS","2011-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_4_CostSummaryCost_Missile.csv","Procurement",5760,5760,6336,6165.7,7574,7574,8986.9,"MEADS","2011-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_4_CostSummaryCost_Missile.csv","Flyaway",5252.9,NA,NA,5662.5,6914.8,NA,8257.9,"MEADS","2011-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_4_CostSummaryCost_Missile.csv","Recurring",5252.9,NA,NA,5590.5,6914.8,NA,8170,"MEADS","2011-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_4_CostSummaryCost_Missile.csv","Non Recurring",0,NA,NA,72,0,NA,87.9,"MEADS","2011-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_4_CostSummaryCost_Missile.csv","Support",507.1,NA,NA,503.2,659.2,NA,729,"MEADS","2011-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_4_CostSummaryCost_Missile.csv","Other Support",507.1,NA,NA,503.2,659.2,NA,729,"MEADS","2011-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_4_CostSummaryCost_Missile.csv","Initial Spares   ",0,NA,NA,0,0,NA,0,"MEADS","2011-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_4_CostSummaryCost_Missile.csv","MILCON",0,0,NA,0,0,0,0,"MEADS","2011-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_4_CostSummaryCost_Missile.csv","Acq O&M ",0,0,NA,0,0,0,0,"MEADS","2011-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_4_CostSummaryCost_Missile.csv","Total",6220.9,6220.9,NA,6869.6,8056,8056,9775.1,"MEADS","2011-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2011-12_5_CostSummaryQuantity_Missile.csv",NA,NA,NA,NA,NA,NA,NA,NA,"MEADS","2011-12","Missile",NA,"RDT&E ",0,0,0
"MEADS_Cost_Summary_2011-12_5_CostSummaryQuantity_Missile.csv",NA,NA,NA,NA,NA,NA,NA,NA,"MEADS","2011-12","Missile",NA,"Procurement ",1528,1528,1528
"MEADS_Cost_Summary_2011-12_5_CostSummaryQuantity_Missile.csv",NA,NA,NA,NA,NA,NA,NA,NA,"MEADS","2011-12","Missile",NA,"Total",1528,1528,1528
"MEADS_Cost_Summary_2013-12_1_CostSummaryCost_TotalProgram.csv","RDT&E",4992.3,4992.3,NA,3410.7,5737,5737,3897.7,"MEADS","2013-12","TotalProgram","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_1_CostSummaryCost_TotalProgram.csv","Procurement",17759.1,17759.1,NA,5908.6,24158.4,24158.4,8718.6,"MEADS","2013-12","TotalProgram","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_1_CostSummaryCost_TotalProgram.csv","Flyaway ",NA,NA,NA,5397.5,NA,NA,7972.8,"MEADS","2013-12","TotalProgram","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_1_CostSummaryCost_TotalProgram.csv","Recurring",NA,NA,NA,5329.1,NA,NA,7889.6,"MEADS","2013-12","TotalProgram","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_1_CostSummaryCost_TotalProgram.csv","Non Recurring",NA,NA,NA,68.4,NA,NA,83.2,"MEADS","2013-12","TotalProgram","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_1_CostSummaryCost_TotalProgram.csv","Support",NA,NA,NA,511.1,NA,NA,745.8,"MEADS","2013-12","TotalProgram","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_1_CostSummaryCost_TotalProgram.csv","Other Support",NA,NA,NA,511.1,NA,NA,745.8,"MEADS","2013-12","TotalProgram","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_1_CostSummaryCost_TotalProgram.csv","Initial Spares",NA,NA,NA,0,NA,NA,0,"MEADS","2013-12","TotalProgram","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_1_CostSummaryCost_TotalProgram.csv","MILCON",0,0,NA,0,0,0,0,"MEADS","2013-12","TotalProgram","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_1_CostSummaryCost_TotalProgram.csv","Acq O&M",0,0,NA,0,0,0,0,"MEADS","2013-12","TotalProgram","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_1_CostSummaryCost_TotalProgram.csv","Total",22751.4,22751.4,NA,9319.3,29895.4,29895.4,12616.3,"MEADS","2013-12","TotalProgram","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_2_CostSummaryCost_FireUnit.csv","RDT&E",4531.4,4531.4,5211.1,2708.8,5255,5255,3112.4,"MEADS","2013-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_2_CostSummaryCost_FireUnit.csv","Procurement",11999.1,11999.1,13199,0,16584.4,16584.4,0,"MEADS","2013-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_2_CostSummaryCost_FireUnit.csv","Flyaway ",NA,NA,NA,0,NA,NA,0,"MEADS","2013-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_2_CostSummaryCost_FireUnit.csv","Recurring",NA,NA,NA,0,NA,NA,0,"MEADS","2013-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_2_CostSummaryCost_FireUnit.csv","Non Recurring",NA,NA,NA,0,NA,NA,0,"MEADS","2013-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_2_CostSummaryCost_FireUnit.csv","Support",NA,NA,NA,0,NA,NA,0,"MEADS","2013-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_2_CostSummaryCost_FireUnit.csv","Other Support",NA,NA,NA,0,NA,NA,0,"MEADS","2013-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_2_CostSummaryCost_FireUnit.csv","Initial Spares",NA,NA,NA,0,NA,NA,0,"MEADS","2013-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_2_CostSummaryCost_FireUnit.csv","MILCON",0,0,NA,0,0,0,0,"MEADS","2013-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_2_CostSummaryCost_FireUnit.csv","Acq O&M",0,0,NA,0,0,0,0,"MEADS","2013-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_2_CostSummaryCost_FireUnit.csv","Total",16530.5,16530.5,NA,2708.8,21839.4,21839.4,3112.4,"MEADS","2013-12","FireUnit","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_3_CostSummaryQuantity_FireUnit.csv",NA,NA,NA,NA,NA,NA,NA,NA,"MEADS","2013-12","FireUnit",NA,"RDT&E",0,0,0
"MEADS_Cost_Summary_2013-12_3_CostSummaryQuantity_FireUnit.csv",NA,NA,NA,NA,NA,NA,NA,NA,"MEADS","2013-12","FireUnit",NA,"Procurement",48,48,0
"MEADS_Cost_Summary_2013-12_3_CostSummaryQuantity_FireUnit.csv",NA,NA,NA,NA,NA,NA,NA,NA,"MEADS","2013-12","FireUnit",NA,"Total",48,48,0
"MEADS_Cost_Summary_2013-12_4_CostSummaryCost_Missile.csv","RDT&E",460.9,460.9,530,701.9,482,482,785.3,"MEADS","2013-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_4_CostSummaryCost_Missile.csv","Procurement",5760,5760,6336,5908.6,7574,7574,8718.6,"MEADS","2013-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_4_CostSummaryCost_Missile.csv","Flyaway ",NA,NA,NA,0,NA,NA,7972.8,"MEADS","2013-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_4_CostSummaryCost_Missile.csv","Recurring",NA,NA,NA,0,NA,NA,7889.6,"MEADS","2013-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_4_CostSummaryCost_Missile.csv","Non Recurring",NA,NA,NA,0,NA,NA,83.2,"MEADS","2013-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_4_CostSummaryCost_Missile.csv","Support",NA,NA,NA,0,NA,NA,745.8,"MEADS","2013-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_4_CostSummaryCost_Missile.csv","Other Support",NA,NA,NA,0,NA,NA,745.8,"MEADS","2013-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_4_CostSummaryCost_Missile.csv","Initial Spares",NA,NA,NA,0,NA,NA,0,"MEADS","2013-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_4_CostSummaryCost_Missile.csv","MILCON",0,0,NA,0,0,0,0,"MEADS","2013-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_4_CostSummaryCost_Missile.csv","Acq O&M",0,0,NA,0,0,0,0,"MEADS","2013-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_4_CostSummaryCost_Missile.csv","Total",6220.9,6220.9,NA,6610.5,8056,8056,9503.9,"MEADS","2013-12","Missile","2004 $M",NA,NA,NA,NA
"MEADS_Cost_Summary_2013-12_5_CostSummaryQuantity_Missile.csv",NA,NA,NA,NA,NA,NA,NA,NA,"MEADS","2013-12","Missile",NA,"RDT&E",0,0,0
"MEADS_Cost_Summary_2013-12_5_CostSummaryQuantity_Missile.csv",NA,NA,NA,NA,NA,NA,NA,NA,"MEADS","2013-12","Missile",NA,"Procurement",1528,1528,1528
"MEADS_Cost_Summary_2013-12_5_CostSummaryQuantity_Missile.csv",NA,NA,NA,NA,NA,NA,NA,NA,"MEADS","2013-12","Missile",NA,"Total",1528,1528,1528
