ID,PE,PE Title,Budget Activity,Budget Activity Title,Account,Classified,FY 1999,FY 2000,FY 2000 App,FY 2001,FY 2001 App,FY 2001 PB,FY 2002,FY 2002 App,FY 2002 PB,FY 2003,FY 2003 App,FY 2003 PB,FY 2004,FY 2004 App,FY 2004 PB,FY 2005,FY 2005 App,FY 2005 PB,FY 2006,FY 2006 App,FY 2006 PB,FY 2007,FY 2007 App,FY 2007 PB,FY 2008,FY 2008 App,FY 2008 PB,FY 2009,FY 2009 App,FY 2009 PB,FY 2010,FY 2010 App,FY 2010 PB,FY 2010 OCO PB,FY 2010 OCO Sup,FY 2011,FY 2011 CR,FY 2011 CR OCO,FY 2011 PB,FY 2011 OCO PB,FY 2012,FY 2012 App,FY 2012 OCO App,FY 2012 PB,FY 2012 OCO PB,FY 2013,FY 2013 App,FY 2013 OCO App,FY 2013 PB,FY 2013 OCO PB,FY 2014,FY 2014 App,FY 2014 OCO App,FY 2014 PB,FY 2014 OCO PB,FY 2015 App,FY 2015 OCO App,FY 2015 PB,FY 2015 OCO PB,FY 2016 PB,FY 2016 OCO PB
4860,0603635M,Marine Corps Ground Combat/Support System,4,Advanced Component Development & Prototypes,1319,,54971,47331,50375,32755,32416,23216,33934,39894,25957,31622,31059,27777,24405,26009,19700,28624,30414,22440,12829,13293,500,26784,12904,503,54405,56725,80403,57718,65261,59049,72411,78228,73798,0,0,26899,45576,0,40505,0,52992,54877,0,79858,0,8400,10496,0,10496,0,1362,1489,0,1489,0,1342,0,1342,0,623,0
4861,0206623M,Marine Corps Ground Combat/Supporting Arms Systems,7,Operational Systems Development,1319,,16235,29020,28679,38581,39061,22124,41775,38547,43935,37552,38850,36004,40947,41960,35439,56786,51421,44828,73816,72982,48409,65571,65486,47592,80487,63277,57177,103050,119054,136080,99157,108857,120379,0,0,77623,112996,0,100424,0,153435,159396,0,209396,0,146255,181693,0,181693,0,116944,116061,0,139594,0,52377,0,156626,0,56769,0
4862,0602131M,Marine Corps Landing Force Technology,2,Applied Research,1319,,12690,17233,17437,12144,12180,9793,27610,30961,31248,28247,29568,30274,29541,32375,31778,33940,37036,35398,37433,38016,37590,40822,42031,37741,31258,31813,26785,43499,42864,36480,44452,45607,39308,0,0,42131,49256,0,43776,0,43901,44745,0,44845,0,41687,46528,0,46528,0,45834,47334,0,47334,0,45782,0,45831,0,49001,0
4863,0604612M,Marine Corps Mine Countermeasures Systems - Eng Dev,5,,1319,,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864,0603612M,Marine Corps Mine/Countermeasures Systems - Adv Dev,4,,1319,,1595,0,0,0,0,0,0,0,0,310,486,497,925,1202,1215,5827,4478,4522,5514,3216,3265,5256,3763,3777,801,648,657,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4865,0605873M,Marine Corps Program Wide Support,6,Management Support,1319,,8187,29923,10936,21153,17727,8091,20023,20133,9614,26441,27476,12208,25930,29297,16635,30224,31024,19701,32671,36184,28224,33454,31182,25343,22113,27039,20166,27123,30167,24687,18877,19650,19004,0,0,17225,19939,0,17721,0,26303,25538,0,25655,0,17352,18490,0,18490,0,26831,24054,0,24082,0,17849,0,17866,0,13649,0
4866,0603763E,Marine Technology,3,,400,,24779,21845,21681,25290,27937,30304,36141,36497,41497,26164,32224,33000,13051,13751,13898,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4867,0301303N ,Maritime Intelligence,7,,1319,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4868,0708730N,Maritime Technology (MARITECH),7,Operational Systems Development,1319,,18392,20512,21431,9013,9280,9366,28356,33269,20065,11613,12046,9943,14086,14504,10068,9896,10172,10265,3263,3400,0,19914,20422,0,13525,13911,0,0,0,0,4083,4083,0,0,0,0,0,0,0,0,3923,5000,0,5000,0,4424,5000,0,5000,0,4815,4998,0,4998,0,4347,0,4347,0,4321,0
4869,0602102F,Materials,2,Applied Research,3600,,70495,75541,78103,91975,96422,72815,96064,97989,77164,105237,106955,75272,107233,109222,68657,117460,119498,73660,114877,121451,74156,151438,153293,111073,175040,179516,122794,185583,188152,117143,177238,179202,127957,0,0,136846,140859,0,137273,0,142417,144219,0,136230,0,111177,114166,0,114166,0,118951,120846,0,116846,0,110680,0,105680,0,125234,0
4870,0633006D8Z,Materials - Ceramic matrix composites,3,Advanced Technology Development (ATD),401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4860,5000,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4871,0602715E ,Materials and Biological Technology,2,Applied Research,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252168,256480,0,271356,288753,294188,270513,298147,297277,297030,301741,306022,238172,282896,285264,255807,270207,268859,0,0,278704,312034,0,312586,0,203826,219816,0,237837,0,158175,166067,0,166067,0,158948,166654,0,166654,0,150389,0,160389,0,220115,0
4872,0602712E,Materials and Electronics Technology,2,,400,,268595,239526,242267,255026,261883,249812,340446,344554,358254,414437,434426,440500,465450,465450,465544,0,0,502044,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4873,0603930F,Materials for Green Propulsion,3,Advanced technology development,3605,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5832,6000,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4874,0602105A,Materials Technology,2,Applied Research,2040,,12867,15016,16266,30625,27304,11557,20206,20617,13794,35041,33621,18659,40211,39972,15186,48274,50788,15385,34423,35051,17559,62254,60102,18822,60261,64517,18614,80686,80937,26985,88022,99447,27206,0,0,28730,33008,0,29882,0,37707,50679,0,30258,0,54578,29041,0,29041,0,45243,55569,0,26585,0,46000,0,28006,0,28314,0
4875,0602234N,"Materials, Electronics and Computer Technology",2,Applied Research,1319,,74368,101725,93233,100177,102377,68076,18591,19129,0,9553,9780,0,1730,1780,0,3858,3962,0,38,1500,0,971,996,0,1931,1987,0,7280,7280,0,2788,2788,0,0,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,
4876,0605706A,Materiel Systems Analysis,6,RDT&E Management Support,2040,,9557,10198,8783,8683,8657,8737,10695,8811,8884,8978,8982,10189,19957,15642,15832,15908,17675,18000,15210,15296,15517,16464,16344,16526,16927,16423,16526,17472,16971,17028,20970,19864,19969,0,0,18863,19969,0,18078,0,19498,19638,0,19669,0,18622,19954,0,19954,0,19694,19799,0,19809,0,20744,0,20746,0,20403,0
4877,0603444F,Maui Space Surveillance System (MSSS),3,Advanced Technology Development,3600,,0,0,0,18905,19445,4625,25958,27020,6484,47130,47888,6472,50208,51581,6323,56561,58189,6306,45943,47166,5848,49502,50383,6074,41357,42160,5237,36093,36339,4838,36582,36661,5813,0,0,14802,6053,0,5899,0,13313,13555,0,13555,0,26235,29256,0,29256,0,25535,26299,0,26299,0,14031,0,14031,0,12853,0
4878,1160429BB,AC/MC-130J,7,Operational System Development,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9780,12375,12701,4474,4646,4659,4549,5932,5957,0,0,7396,7611,0,7624,0,18091,18571,0,18571,0,17809,19647,0,19647,0,,0,0,0,0,,,0,0,,
4879,0207449F ,Command and Control (C2) Constellation,7,Operational Systems Development,3600,,0,0,0,0,0,0,0,0,0,337764,333864,191089,355333,360051,363630,38288,43530,44035,39123,40334,41071,41725,43686,44027,42969,44582,45049,30832,31705,32151,29378,30293,26792,0,0,25039,24862,0,24229,0,20075,17254,0,18102,0,13938,18086,0,18086,0,7418,7160,0,7329,0,0,0,0,0,0,0
4880,0603869A ,Meads Concepts - Dem/Val,4,,2040,,0,0,0,0,0,0,0,527,73645,0,0,117745,236823,249444,276259,251298,251414,264527,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4881,0603869C,Meads Concepts - Dem/Val,4,,400,,11675,49476,48594,49700,52643,63175,0,0,0,101754,114781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4882,0603002A,Medical Advanced Technology,3,Advanced Technology Development,2040,,223999,74105,73252,216951,221085,16512,169598,174042,17541,168093,166406,16590,214453,217737,35168,300328,299561,38404,293791,300784,45160,291716,299017,50757,299436,299676,53274,329258,321260,59043,336741,339752,72940,0,0,114036,78992,0,71510,0,101655,102810,0,68171,0,99924,69580,0,69580,0,100646,100999,0,62032,0,106264,0,67291,0,69584,0
4883,0603002D8Z,Medical Advanced Technology,3,,400,,2109,1986,1996,2025,2025,2043,2066,2066,2086,0,0,0,5915,5941,5028,3477,4691,2063,0,0,0,0,1094,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884,0604757N ,Ship Self Defense (Engage: Soft Kill/EW),5,System Development & Demonstration,1319,,0,0,0,0,0,0,41350,41301,41670,42818,43970,28064,48089,53506,35508,37599,41988,28233,40605,33550,24012,26627,21133,11513,36461,38365,34323,57184,63801,57574,75600,88526,88895,0,0,90484,95106,0,84525,0,179033,184087,0,184095,0,125204,151489,0,151489,0,112900,114799,0,164799,0,116904,0,134564,0,116798,0
4885,0604771N,Medical Development,5,System Development & Demonstration,1319,,5543,15274,15350,26189,27519,5273,22585,23050,5455,65421,72024,7154,42010,66788,9121,49769,50791,6942,42284,47294,7202,33063,29551,7663,49656,42779,7973,39457,39725,7833,54932,56692,9888,0,0,28407,14376,495,12637,300,32118,33034,1950,14934,1950,37426,14880,2173,14880,2173,27725,28458,0,9458,0,27287,0,8287,0,9443,0
4886,0603706N,Medical Development,3,,1319,,59551,73821,71072,83331,84823,10110,56748,58479,0,0,0,0,26969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4887,0602015F,Medical Development,2,,3600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18434,0,0,23810,0,1490,4670,0,,4887,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4888,0602227D8Z,Medical Free Electron Laser,2,,400,,13930,11556,11525,19845,19845,15029,19660,19660,14660,11609,11897,0,17919,18518,9494,17575,18322,9668,19558,19725,9845,15487,15813,10255,2315,2385,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4889,0604807A,Medical Materiel/Medical Biological Defense Equipment - Eng Dev,5,System Development & Demonstration,2040,,5160,9598,9636,6089,6261,6318,17070,9153,8228,18769,18790,12625,21820,22615,12202,19315,19325,11727,15890,16487,5627,22226,24536,14509,23397,27745,15823,41081,45222,34971,37572,41794,33893,0,0,33262,38081,0,34474,0,26316,27132,0,27160,0,38712,43395,0,43395,0,33890,39447,0,39468,0,30384,0,30397,0,45412,0
4890,0603807A,Medical Systems - Adv Dev,4,Advanced Component Development & Prototypes,2040,,11205,16276,16566,14970,15367,15259,19270,19872,15506,13280,13340,10398,12715,13392,11042,20277,20286,10258,22104,23149,10134,22511,23608,11973,25207,29689,12479,29572,30207,26308,32851,35886,31275,0,0,27247,31075,0,28132,0,34809,35543,0,34997,0,22514,24384,0,24384,0,17524,15594,0,15603,0,23647,0,23659,0,31962,0
4891,0602787A,Medical Technology,2,Applied Research,2040,,134002,169283,174199,108400,111696,75729,122121,128798,82494,120935,124314,67476,175543,174501,58877,186959,183102,60877,263507,279780,74694,228291,229893,75407,181540,184214,76544,198105,188210,75395,231001,221944,99027,0,0,96360,106924,0,96797,0,104190,105762,0,105929,0,98023,107891,0,107891,0,81386,93290,0,93340,0,76044,0,76068,0,76853,0
4892,0602787D8Z,Medical Technology,2,,400,,9119,8829,8875,8600,8600,8680,8971,8971,8971,6100,0,0,11588,11641,9213,9427,13204,10084,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4893,0305119F,Medium Launch Vehicles (SPACE),7,,3600,,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4894,0604604A,Medium Tactical Vehicles,5,System Development & Demonstration,2040,,0,1947,1958,2014,1942,1959,1883,1945,1962,3584,1866,1953,4169,4321,4366,12540,14046,2854,18006,18518,1886,12469,12881,1925,4633,6354,1994,2169,1943,1949,5460,5653,5683,0,0,3578,4098,0,3710,0,3835,3957,0,3961,0,2908,3006,0,3006,0,2068,2139,0,2140,0,210,0,210,0,0,0
4895,0605702A,Meteorological Support to RDT&E Activities,6,RDT&E Management Support,2040,,6539,6727,6823,6719,6864,6927,6727,6833,6890,6792,6795,7310,11941,9359,9669,9440,8415,8711,7810,8703,8829,8302,8477,8571,8153,8294,8346,8120,8262,8289,8173,8347,8391,0,0,6983,7937,0,7185,0,7062,7171,0,7182,0,6668,7402,0,7402,0,7210,7345,0,7349,0,6411,0,6413,0,8303,0
4896,0603720S,Microelectronics Technology Development and Support,3,Advanced Technology Development,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118383,115037,0,90285,92554,0,47138,47138,0,36392,32392,0,70558,70597,26310,0,0,26205,26831,0,26878,0,60397,59895,0,91132,0,56637,72234,0,72234,0,80717,82700,0,82700,0,82700,0,72144,0,79037,0
4897,0633008A,Micro-Grid Field Scaled Demonstration,3,Advanced Technology Development,2041,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3402,3402,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4898,0603734A,Military Engineering Advanced Technology,3,Advanced Technology Development,2040,,16270,15282,15762,5006,5160,5207,4554,4705,4747,13643,13696,2921,12909,13106,3441,21716,25657,3865,20868,21390,7301,27100,27688,7848,34581,28355,6837,34935,35855,7654,40423,45394,5911,0,0,23617,30259,0,27393,0,40496,36458,0,36516,0,30503,28458,0,28458,0,23838,23705,0,23717,0,17606,0,17613,0,20145,0
4899,0602784A,Military Engineering Technology,2,Applied Research,2040,,51203,46697,47639,54366,55332,42344,56911,59354,42850,54562,55304,51124,51885,51577,45407,52477,52500,47152,48789,50318,47046,50817,51278,50098,55216,58693,51120,58671,58810,52066,60536,60779,54818,0,0,73346,87474,0,79189,0,75465,80190,0,80317,0,71553,70693,0,70693,0,69192,70027,0,70064,0,67302,0,63311,0,63409,0
4900,0603105A,Military HIV Research,3,Advanced Technology Development,2040,,5497,5750,5931,5661,5834,5889,5697,5885,5937,0,0,0,13847,14059,6733,13545,13552,6641,12839,13644,6842,12559,12897,7042,14490,14903,6998,14867,15064,7116,29277,29502,6657,0,0,25738,7388,0,6688,0,22552,22760,0,6796,0,20920,6984,0,6984,0,,0,0,0,0,,,0,0,,
4901,0303601F,MILSATCOM Terminals,7,Operational Systems Development,3600,,6018,7572,6923,16016,17634,17797,38751,40431,41763,65090,71293,72712,159647,171860,173831,245582,264795,272149,254052,269218,273974,257226,269926,271562,362676,384652,388491,277501,334182,337098,239352,253818,257693,0,0,298736,191457,0,186582,0,235769,236581,0,238729,0,106338,107237,0,107237,0,125924,129829,0,140170,0,54678,0,55208,0,0,0
4902,0604479F,Milstar LDR/MDR Satellite Communications (SPACE),5,,3600,,513960,345590,357235,224592,235164,236841,226391,228722,232084,148291,147787,148936,1367,1367,1383,1056,1368,1380,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4903,0603782N,Mine and Expeditionary Warfare Advanced Technology,3,Advanced Technology Development,1319,,42530,57077,57393,46538,48172,45618,46405,49339,48279,42266,44985,43725,41239,38913,31719,36364,35255,32899,34542,35112,31897,23796,25324,21326,28169,28253,26840,34570,34532,33426,31804,30256,28782,0,0,21206,24688,0,21941,0,5804,6048,0,6048,0,0,0,0,0,0,1916,2000,0,2000,0,2000,0,2000,0,1991,0
4904,0602782N ,Mine and Expeditionary Warfare Applied Research,2,Applied Research,1319,,0,0,0,0,0,0,54379,57158,57668,49363,55531,56813,43637,47929,47490,44894,47544,48016,45394,48877,49520,56035,56868,53435,69831,70504,59874,53055,54717,47869,42756,43897,40880,0,0,34925,41444,0,36833,0,37835,37583,0,37583,0,28091,32394,0,32394,0,31164,31325,0,31326,0,32526,0,32526,0,37418,0
4905,0602315N,"Mine Countermeasures, Mining and Special Warfare",2,,1319,,48091,44159,44773,52360,50397,50864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4906,0604601N,Mine Development,5,System Development & Demonstration,1319,,15,3276,3297,1582,1635,1968,0,0,0,1455,1458,1491,1470,1480,1497,4851,6052,6123,3266,15161,15392,5410,5610,5631,2030,2048,2092,1987,2003,2008,2131,2240,2249,0,0,4399,6138,0,5455,0,3874,3933,0,3933,0,6934,8335,0,8335,0,4903,5041,0,5041,0,14067,0,19067,0,15122,0
4907,0303131F,Minimum Essential Emergency Communications Network (MEECN),7,Operational Systems Development,3600,,37624,42733,45285,19153,15161,15302,5536,5923,5982,2253,2396,2423,9776,10595,10716,17973,32539,33183,48234,48327,57344,64556,63765,64109,85458,88224,103846,81095,70562,70995,82056,72360,72694,0,0,67912,80842,0,78784,0,23445,43360,0,43811,0,19509,20124,0,20124,0,18981,18481,0,36288,0,80882,0,81035,0,75062,0
4908,0303131K,Minimum Essential Emergency Communications Network (MEECN),7,Operational System Development,400,,4367,4660,5270,7204,7223,7099,7576,6910,6988,7641,6981,7199,7644,7089,7198,7792,7789,7261,8056,7332,7438,9332,7662,7691,9306,9421,9482,9615,9659,9685,10588,9789,9830,0,0,10640,9512,0,9529,0,15014,12514,0,12514,0,18129,12931,0,12931,0,14782,13144,0,13144,0,12671,0,12671,0,13735,0
4909,0605876A,Minor Construction (RPM) - RDT&E,6,,2040,,4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4910,0603313A,Missile and Rocket Advanced Technology,3,Advanced Technology Development,2040,,59366,43828,51188,48444,51629,25107,76979,75396,59518,100616,99695,87890,119301,121126,111321,136319,115332,92800,113079,114018,70066,69885,62940,42127,77171,77259,60353,74967,76702,63998,83649,86559,63951,0,0,76272,93399,0,84553,0,87749,90458,0,90602,0,80379,71111,0,71111,0,81951,83975,0,64009,0,79934,0,44957,0,49449,0
4911,0301315F ,Missile and Space Technical Collection,7,,3600,Classified (Named),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4912,0602303A,Missile Technology,2,Applied Research,2040,,29234,53216,47939,71056,70035,47183,58855,61085,40112,52793,53308,31884,92106,91560,43269,79358,82781,51993,75149,90712,62524,66141,77276,59439,67097,60935,53038,57502,56747,48174,69871,70924,50716,0,0,48092,54707,0,49525,0,65591,67079,0,50685,0,43277,49383,0,49383,0,58426,59500,0,51528,0,62180,0,46194,0,45053,0
4913,0203801A,Missile/Air Defense Product Improvement Program,7,Operational Systems Development,2040,,14452,10804,32211,13892,12248,12365,13302,13727,8539,39262,41787,43738,45587,46055,44468,32067,32082,31690,15516,15957,16188,16529,10651,10770,29186,30026,30219,34189,37747,37871,37731,39068,39273,0,0,23415,26820,0,24280,0,52811,53015,0,44560,0,17863,20733,0,20733,0,1830,1577,0,1578,0,5112,0,5115,0,3154,0
4914,0208006F,Mission Planning Systems,7,Operational Systems Development,3600,,15415,17136,18084,19589,20565,20755,17300,17887,16904,19795,16540,17002,49391,51645,62348,87659,105003,136701,115002,119860,138475,139217,129259,146396,101666,104575,105371,94589,97296,97560,76650,81577,91995,0,0,80492,84332,3153,83555,4443,61207,63009,0,69918,0,64035,69377,0,69377,0,55432,62432,0,62605,0,60679,0,60679,0,55835,0
4915,1160427BB,Mission Training and Preparation Systems (MTPS),7,Operational System Development,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3684,1736,1782,11970,6241,6405,5496,5637,4052,3072,3178,3192,0,0,3408,2910,0,2915,0,4498,4617,0,4617,0,8013,10131,0,10131,0,,0,0,0,0,,,0,0,,
4916,0205632N,MK-48 ADCAP,7,Operational Systems Development,1319,,16600,19400,20314,15156,15707,15853,19320,16979,17130,21323,21499,22052,17828,17036,17227,21237,21367,21620,21594,21724,21619,24214,24870,24988,19720,19952,17941,25994,26169,15879,33621,34235,28438,0,0,33912,29518,0,26234,0,45130,46759,0,39288,0,35115,28717,0,28717,0,10050,10080,0,12806,0,25952,0,25952,0,42206,0
4917,0603778A,MLRS Product Improvement Program,7,Operational Systems Development,2040,,25083,62252,66595,62955,68886,59523,101595,99505,111389,94584,94623,57825,83050,83903,84839,105395,105444,97422,109955,113652,114297,63189,74672,74506,42374,53712,54055,53954,59552,59749,26624,27549,27693,0,0,19016,57020,0,51619,0,64609,66641,0,66641,0,110860,143005,0,143005,0,93621,96424,0,110576,0,17103,0,17112,0,18397,0
4918,0633009S,Mobile Waste to Energy,3,Advanced Technology Development (ATD),401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7311,7500,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4919,0308601F,Modeling and Simulation Support,7,,3600,,1038,0,0,1118,1165,1177,0,0,0,1936,1953,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4920,0308601N,Modeling and Simulation Support,7,Operational Systems Development,1319,,0,10920,12054,13377,13976,9106,14145,12566,7828,9455,9612,7783,13445,13475,7044,21966,19755,7262,7611,7710,6812,7287,7475,7503,7604,7665,7832,7737,7985,8007,7709,7995,8028,0,0,7963,9179,0,8158,0,8072,8292,0,8292,0,5217,5908,0,5908,0,4932,5116,0,5116,0,4719,0,4719,0,4757,0
4921,0602308A,Advanced Concepts and Simulation,2,Applied Research,2040,,20917,32518,29677,35334,36144,30479,30319,31333,20579,28453,30150,20634,30611,30431,15941,22710,22721,15041,25848,27416,16013,23921,25001,16181,18489,22903,16654,18205,21778,17048,22070,27330,17473,0,0,19907,22735,0,20582,0,20356,20900,0,20933,0,21075,23507,0,23507,0,23364,24051,0,24063,0,27423,0,27435,0,27862,0
4922,0604329A,Modernized Hellfire,5,,2040,,0,0,0,4683,4923,4969,16075,16592,16731,28104,28602,29919,90413,93705,183790,112376,112185,152381,24920,25630,0,24210,24724,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4923,0604666A,Spin Out Technology/Capability Insertion,5,System Development & Demonstration,2040,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27900,0,0,84111,64385,64796,122788,111032,64900,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4924,0305219BB,MQ-1 Predator A UAV,7,Operational System Development,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11467,12765,13100,13642,13642,13679,2387,2058,0,0,0,3598,98,0,98,0,2999,2499,0,2499,0,1123,1355,0,1355,0,641,641,0,641,0,0,0,0,0,0,0
4925,0305231N,MQ-8 UAV,7,Operational Systems Development,1319,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25497,25533,25639,0,0,67048,12000,0,10665,0,110011,108248,0,108248,0,83827,99600,0,99600,0,41713,41713,0,48713,0,43294,0,47294,0,52770,0
4926,1105219BB,MQ-9 UAV,7,Operational System Development,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5071,4362,4380,0,0,96,98,0,98,0,2434,2499,0,2499,0,2610,3002,0,3002,0,13272,13314,12000,1314,0,14902,5200,9702,0,18151,0
4927,0205219F,MQ-9 UAV,7,Operational Systems Development,3600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55863,63862,61069,57205,46431,43557,104162,93145,40645,1400,0,136667,128704,0,125427,0,107576,126730,0,146824,0,130882,147971,0,147971,0,104000,107338,0,128328,0,148598,0,170396,0,123439,0
4928,0603500F ,Multi-disciplinary Advanced Development Space Technology,3,,3600,,0,0,0,0,0,0,0,0,0,51688,54161,50538,58192,62077,62610,47676,56908,51114,51929,55732,53437,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4929,0602500F ,Multi-disciplinary Space Technology,2,,3600,,0,0,0,0,0,0,0,0,0,95779,98929,53592,99220,101360,90526,91773,95402,84581,89761,91694,81339,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,0604216N,Multi-Mission Helicopter Upgrade Development,5,System Development & Demonstration,1319,,199687,110097,118046,78386,83115,69946,141446,150600,149418,89943,92831,88969,81906,76141,76998,80105,81321,78757,57842,49122,48144,28881,19186,19259,74205,76482,78151,67891,70131,70329,134436,75284,81953,0,0,54404,62776,0,55792,0,16876,17654,0,17673,0,6035,6866,0,6866,0,20365,17565,0,17565,0,11434,0,11434,0,21358,0
4931,0605500N ,Multi-mission Maritime Aircraft (MMA),5,System Development & Demonstration,1319,,0,0,0,0,0,0,41741,53329,0,65615,68123,74531,66827,71413,76243,470893,490249,496029,926971,949561,964067,1099998,1127376,1131655,861136,862303,880106,1089670,1128953,1132026,1138682,1170527,1162417,0,0,907465,1045568,0,929240,0,595532,618684,0,622713,0,391364,421102,0,421102,0,252426,272352,0,317358,0,306033,0,308037,0,247929,0
