ProductOrServiceCode,ProductOrServiceCodeText,PrivateSecurityCategory,CBOcategory,ProductOrServiceArea,ProductOrServiceCode1L,ProductOrServiceCode2L,ProductOrServiceCode2R,ProductOrServiceCode1L1R,DoDportfolio,CSISPortfolio,Simple,HostNation3Category,JointPortfolio
1260,FIRE CONT DESIGNATING-INDICATING EQ,ERROR,ERROR,Products,1,12,60,10,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1265,FIRE CONT EQ EXCEPT AIRBORNE,ERROR,ERROR,Products,1,12,65,15,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1270,AIRCRAFT GUNNERY FIRE CONT COMPS,ERROR,ERROR,Products,1,12,70,10,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1280,AIRCRAFT BOMBING FIRE CONT COMPS,ERROR,ERROR,Products,1,12,80,10,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1285,FIRE CONT RADAR EQ EXCEPT AIRBORNE,ERROR,ERROR,Products,1,12,85,15,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1287,FIRE CONTROL SONAR EQUIPMENT,ERROR,ERROR,Products,1,12,87,17,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1290,MISC FIRE CONT EQUIPMENT,ERROR,ERROR,Products,1,12,90,10,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1305,"AMMUNITION, THROUGH 30 MM",ERROR,ERROR,Products,1,13,5,15,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1310,"AMMUNITION, OVER 30 MM UP TO 75 MM",ERROR,ERROR,Products,1,13,10,10,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1315,"AMMUNITION, 75 MM THROUGH 125 MM.",ERROR,ERROR,Products,1,13,15,15,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1320,"AMMUNITION, OVER 125 MM",ERROR,ERROR,Products,1,13,20,10,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1325,BOMBS,ERROR,ERROR,Products,1,13,25,15,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1330,GRENADES,ERROR,ERROR,Products,1,13,30,10,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1336,GUIDED MISSILE WARHEADS AND EXPLOSIVE COMPONENTS,ERROR,ERROR,Products,1,13,36,16,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1337,"GUIDED MISSILE AND SPACE VEHICLE EXPLOSIVE PROPULSION UNITS, SOLID FUEL; AND COMPONENTS",ERROR,ERROR,Products,1,13,37,17,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1338,"GUIDED MISSILE AND SPACE VEHICLE INERT PROPULSION UNITS, SOLID FUEL; AND COMPONENTS",ERROR,ERROR,Products,1,13,38,18,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1340,ROCKETS & ROCKET AMMUNITION,ERROR,ERROR,Products,1,13,40,10,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1345,LAND MINES,ERROR,ERROR,Products,1,13,45,15,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1346,REMOTE MUNITIONS,ERROR,ERROR,Products,1,13,46,16,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1350,"UNDERWATER MINE AND COMPONENTS, INERT",ERROR,ERROR,Products,1,13,50,10,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1351,UNDERWATER MINE EXPLOSIVE COMPS,ERROR,ERROR,Products,1,13,51,11,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1352,UNDERWATER MINE DISPOAL INERT DEVICES,ERROR,ERROR,Products,1,13,52,12,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1353,UNDERWATER MINE DISPOAL EXPLOSIVE DEVICES,ERROR,NULL,Products,1,13,53,13,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1355,TORPEDO INERT COMPONENTS,ERROR,ERROR,Products,1,13,55,15,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1356,TORPEDO EXPLOSIVE COMPONENTS,ERROR,ERROR,Products,1,13,56,16,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1360,DEPTH CHARGE INERT COMPONENTS,ERROR,ERROR,Products,1,13,60,10,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1361,DEPTH CHARGE EXPLOSIVE COMPONENTS,ERROR,ERROR,Products,1,13,61,11,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1365,MILITARY CHEMICAL AGENTS,ERROR,ERROR,Products,1,13,65,15,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1367,"TACTICAL SETS, KITS, AND OUTFITS",ERROR,ERROR,Products,1,13,67,17,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1370,PYROTECHNICS,ERROR,ERROR,Products,1,13,70,10,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1375,DEMOLITION MATERIALS,ERROR,ERROR,Products,1,13,75,15,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1376,BULK EXPLOSIVES,ERROR,ERROR,Products,1,13,76,16,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1377,CARTRIDGE & PROPELLANT DEVICES,ERROR,ERROR,Products,1,13,77,17,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1385,SURFACE EXPLOSIVE ORD DISPOSAL TOOL,ERROR,ERROR,Products,1,13,85,15,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1386,UNDERWATER EXPLOSIVE ORD DISPOSAL,ERROR,ERROR,Products,1,13,86,16,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1390,FUZES AND PRIMERS,ERROR,ERROR,Products,1,13,90,10,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1395,MISCELLANEOUS AMMUNITION,ERROR,ERROR,Products,1,13,95,15,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1398,AMMUNITION HANDLING & SERVICING EQ,ERROR,ERROR,Products,1,13,98,18,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1410,GUIDED MISSILES,ERROR,ERROR,Products,1,14,10,10,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1420,GUIDED MISSILE COMPONENTS,ERROR,ERROR,Products,1,14,20,10,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1425,"GUIDED MISSILE SYSTEMS, COMPLETE",ERROR,ERROR,Products,1,14,25,15,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1427,GUIDED MISSILE SUBSYSTEMS,ERROR,ERROR,Products,1,14,27,17,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1430,GUIDED MISSILE REMOTE CONT SYSTEMS,ERROR,ERROR,Products,1,14,30,10,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1440,"LAUNCHERS, GUIDED MISSILE",ERROR,ERROR,Products,1,14,40,10,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1450,GUIDED MISSILE HANDLING AND SERVICING EQUIPMENT,ERROR,ERROR,Products,1,14,50,10,Weapons & Ammunition,Weapons & Ammunition,Products,Commodity,Weapons and Vehicles
1510,"AIRCRAFT, FIXED WING",ERROR,ERROR,Products,1,15,10,10,"Aircraft, Ships/Submarines & Land Vehicles",Aircraft and Space Vehicles,Products,Commodity,Weapons and Vehicles
1520,"AIRCRAFT, ROTARY WING",ERROR,ERROR,Products,1,15,20,10,"Aircraft, Ships/Submarines & Land Vehicles",Aircraft and Space Vehicles,Products,Commodity,Weapons and Vehicles
1540,GLIDERS,ERROR,ERROR,Products,1,15,40,10,"Aircraft, Ships/Submarines & Land Vehicles",Aircraft and Space Vehicles,Products,Commodity,Weapons and Vehicles
1550,DRONES,ERROR,ERROR,Products,1,15,50,10,Sustainment S&E,Aircraft and Space Vehicles,Products,Commodity,Sustainment S&E
1560,AIRFRAME STRUCTURAL COMPONENTS,ERROR,ERROR,Products,1,15,60,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1610,AIRCRAFT PROPELLERS AND COMPONENTS,ERROR,ERROR,Products,1,16,10,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1615,"HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS",ERROR,ERROR,Products,1,16,15,15,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1620,AIRCRAFT LANDING GEAR COMPONENTS,ERROR,ERROR,Products,1,16,20,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1630,AIRCRAFT WHEEL AND BRAKE SYSTEMS,ERROR,ERROR,Products,1,16,30,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1640,AIRCRAFT CONTROL CABLE PRODUCTS,ERROR,ERROR,Products,1,16,40,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1650,AIRCRAFT HYDRAULIC VACUUM DE-ICING,ERROR,ERROR,Products,1,16,50,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1660,AIRCRAFT AIR CONDITION HEATING EQ,ERROR,ERROR,Products,1,16,60,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1670,PARACHUTE RECOVER SYS & TIE DOWN EQ,ERROR,ERROR,Products,1,16,70,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,ERROR,ERROR,Products,1,16,80,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1710,AIRCRAFT LANDING EQUIPMENT,ERROR,ERROR,Products,1,17,10,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1720,AIRCRAFT LAUNCHING EQUIPMENT,ERROR,ERROR,Products,1,17,20,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1730,AIRCRAFT GROUND SERVICING EQUIPMENT,ERROR,ERROR,Products,1,17,30,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1740,AIRFIELD SPECIAL TRUCKS & TRAILERS,ERROR,ERROR,Products,1,17,40,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1810,SPACE VEHICLES,ERROR,ERROR,Products,1,18,10,10,"Aircraft, Ships/Submarines & Land Vehicles",Aircraft and Space Vehicles,Products,Commodity,Weapons and Vehicles
1820,SPACE VEHICLE COMPONENTS,ERROR,ERROR,Products,1,18,20,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1830,SPACE VEHICLE REMOTE CONT SYSTEMS,ERROR,ERROR,Products,1,18,30,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1840,SPACE VEHICLE LAUNCHERS,ERROR,ERROR,Products,1,18,40,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1850,SPACE VEHICLE HANDLING & SERVICE EQ,ERROR,ERROR,Products,1,18,50,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1860,SPACE SURVIVAL EQUIPMENT,ERROR,ERROR,Products,1,18,60,10,Sustainment S&E,Aircraft and Space Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
1900,Frigates and Corvettes,ERROR,ERROR,Products,1,19,0,10,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
1901,AIRCRAFT CARRIERS,ERROR,ERROR,Products,1,19,1,11,"Aircraft, Ships/Submarines & Land Vehicles",Ships/Submarines,Products,Commodity,Weapons and Vehicles
1902,CRUISERS,ERROR,ERROR,Products,1,19,2,12,"Aircraft, Ships/Submarines & Land Vehicles",Ships/Submarines,Products,Commodity,Weapons and Vehicles
1903,DESTROYERS,ERROR,ERROR,Products,1,19,3,13,"Aircraft, Ships/Submarines & Land Vehicles",Ships/Submarines,Products,Commodity,Weapons and Vehicles
1904,SUBMARINES,ERROR,ERROR,Products,1,19,4,14,"Aircraft, Ships/Submarines & Land Vehicles",Ships/Submarines,Products,Commodity,Weapons and Vehicles
1905,COMBAT SHIPS AND LANDING VESSELS,ERROR,ERROR,Products,1,19,5,15,"Aircraft, Ships/Submarines & Land Vehicles",Ships/Submarines,Products,Commodity,Weapons and Vehicles
1906,MINELAYERS ADN MINESWEEPERS,ERROR,ERROR,Products,1,19,6,16,"Aircraft, Ships/Submarines & Land Vehicles",Ships/Submarines,Products,Commodity,Weapons and Vehicles
1907,LANDING CRAFT,ERROR,ERROR,Products,1,19,7,17,"Aircraft, Ships/Submarines & Land Vehicles",Ships/Submarines,Products,Commodity,Weapons and Vehicles
1908,TORPEDO BOATS AND GUN BOATS,ERROR,ERROR,Products,1,19,8,18,"Aircraft, Ships/Submarines & Land Vehicles",Ships/Submarines,Products,Commodity,Weapons and Vehicles
1909,Hydrofoils,ERROR,NULL,Products,1,19,9,19,"Aircraft, Ships/Submarines & Land Vehicles",Ships/Submarines,Products,Commodity,Weapons and Vehicles
1910,"TRANSPORT VESSELS, PASSENGER AND TROOP",ERROR,ERROR,Products,1,19,10,10,"Aircraft, Ships/Submarines & Land Vehicles",Ships/Submarines,Products,Commodity,Weapons and Vehicles
1911,AMPHIBIOUS ASSAULT SHIPS,ERROR,ERROR,Products,1,19,11,11,"Aircraft, Ships/Submarines & Land Vehicles",Ships/Submarines,Products,Commodity,Weapons and Vehicles
1915,CARGO AND TANKER VESSELS,ERROR,ERROR,Products,1,19,15,15,"Aircraft, Ships/Submarines & Land Vehicles",Ships/Submarines,Products,Commodity,Weapons and Vehicles
1920,FISHING VESSELS,ERROR,ERROR,Products,1,19,20,10,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
1921,TUGS AND TOWBOATS,ERROR,ERROR,Products,1,19,21,11,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
1922,Fire Boats,ERROR,NULL,Products,1,19,22,12,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
1923,ICE BREAKERS,ERROR,ERROR,Products,1,19,23,13,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
1924,REPAIR SHIPS,ERROR,ERROR,Products,1,19,24,14,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
1925,SPECIAL SERVICE VESSELS,ERROR,ERROR,Products,1,19,25,15,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
1926,Lightships,ERROR,NULL,Products,1,19,26,16,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
1927,Cable Ships,ERROR,ERROR,Products,1,19,27,17,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
1928,SALVAGE VESSELS,ERROR,ERROR,Products,1,19,28,18,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
1929,RESCUE VESSELS,ERROR,ERROR,Products,1,19,29,19,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
1930,"BARGES AND LIGHTERS, CARGO",ERROR,ERROR,Products,1,19,30,10,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
1935,BARGES & LIGHTERS SPECIAL PURPOSE,ERROR,ERROR,Products,1,19,35,15,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
1940,SMALL CRAFT,ERROR,ERROR,Products,1,19,40,10,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
1945,PONTOONS AND FLOATING DOCKS,ERROR,ERROR,Products,1,19,45,15,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
1950,FLOATING DRYDOCKS,ERROR,ERROR,Products,1,19,50,10,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
1955,DREDGES,ERROR,ERROR,Products,1,19,55,15,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
1990,MISCELLANEOUS VESSELS,ERROR,ERROR,Products,1,19,90,10,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
2010,SHIP AND BOAT PROPULSION COMPONENTS,ERROR,ERROR,Products,2,20,10,20,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
2020,RIGGING AND RIGGING GEAR,ERROR,ERROR,Products,2,20,20,20,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
2030,DECK MACHINERY,ERROR,ERROR,Products,2,20,30,20,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
2040,MARINE HARDWARE AND HULL ITEMS,ERROR,ERROR,Products,2,20,40,20,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
2050,BUOYS,ERROR,ERROR,Products,2,20,50,20,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
2060,COMMERCIAL FISHING EQUIPMENT,ERROR,ERROR,Products,2,20,60,20,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
2090,MISC SHIP & MARINE EQ,ERROR,ERROR,Products,2,20,90,20,Sustainment S&E,Ships/Submarines & Related Sustainment,Products,Commodity,Sustainment S&E
2210,LOCOMOTIVES,ERROR,ERROR,Products,2,22,10,20,Facilities S&E,Facilities S&E,Products,Commodity,Facilities
2220,RAIL CARS,ERROR,ERROR,Products,2,22,20,20,Facilities S&E,Facilities S&E,Products,Commodity,Facilities
2230,RAILROAD RIGHT OF WAY CONSTR EQ,ERROR,ERROR,Products,2,22,30,20,Facilities S&E,Facilities S&E,Products,Commodity,Facilities
2240,LOCOMOTIVE & RAIL CAR ACCESSORIES,ERROR,ERROR,Products,2,22,40,20,Facilities S&E,Facilities S&E,Products,Commodity,Facilities
2250,"TRACK MATERIAL, RAILROAD",ERROR,ERROR,Products,2,22,50,20,Facilities S&E,Facilities S&E,Products,Commodity,Facilities
2305,GROUND EFFECT VEHICLES,ERROR,ERROR,Products,2,23,5,25,"Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Products,Commodity,Weapons and Vehicles
2310,PASSENGER MOTOR VEHICLES,ERROR,ERROR,Products,2,23,10,20,"Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Products,Commodity,Weapons and Vehicles
2320,"TRUCKS AND TRUCK TRACTORS, WHEELED",ERROR,ERROR,Products,2,23,20,20,"Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Products,Commodity,Weapons and Vehicles
2330,TRAILERS,ERROR,ERROR,Products,2,23,30,20,"Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Products,Commodity,Weapons and Vehicles
2340,"MOTORCYCLE,MOTOR SCOOTERS & BIKES",ERROR,ERROR,Products,2,23,40,20,"Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Products,Commodity,Weapons and Vehicles
2350,COMBAT ASSAULT & TACTICAL VEH,ERROR,ERROR,Products,2,23,50,20,"Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Products,Commodity,Weapons and Vehicles
2355,COMBAT ASSAULT AND TACTICAL VEHICLES WHEELED,ERROR,ERROR,Products,2,23,55,25,"Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Products,Commodity,Weapons and Vehicles
2410,"TRACTOR, FULL TRACKED, LOW SPEED",ERROR,ERROR,Products,2,24,10,20,"Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Products,Commodity,Weapons and Vehicles
2420,"TRACTORS, WHEELED",ERROR,ERROR,Products,2,24,20,20,"Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Products,Commodity,Weapons and Vehicles
2430,"TRACTORS, FULL TRACKED, HIGH SPEED",ERROR,ERROR,Products,2,24,30,20,"Aircraft, Ships/Submarines & Land Vehicles",Land Vehicles,Products,Commodity,Weapons and Vehicles
25,NULL,ERROR,NULL,Products,2,25,25,25,Sustainment S&E,Land Vehicles & Related Sustainment,Products,Commodity,Sustainment S&E
